County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
"Bartow County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Bibb County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Carroll County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Catoosa County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Chatham County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Cherokee County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Clayton County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,GA
"Cobb County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,GA
"Coweta County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"DeKalb County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,GA
"Fulton County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,GA
"Fulton County, GA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,GA
"Gwinnett County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Hall County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Jackson County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Paulding County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Richmond County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
"Spalding County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Whitfield County, GA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Champaign County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IL
"Cook County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,459.0,IL
"Cook County, IL",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,IL
"DuPage County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,IL
"Kane County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL
"Lake County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,IL
"LaSalle County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"McHenry County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
"Madison County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IL
"St. Clair County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"Tazewell County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"Will County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,IL
"Winnebago County, IL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,IL
"Anne Arundel County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,53.0,MD
"Baltimore County, MD",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MD
"Baltimore County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,87.0,MD
"Carroll County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MD
"Cecil County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MD
"Frederick County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
"Harford County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,MD
"Howard County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
"Montgomery County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0,MD
"Prince George's County, MD",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MD
"Prince George's County, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,39.0,MD
"Baltimore city, MD",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,223.0,MD
"Bronx County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0,NY
"Kings County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,NY
"Kings County, NY",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,NY
"Nassau County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NY
"New York County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,129.0,NY
"New York County, NY",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,NY
"Queens County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,NY
"Queens County, NY",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,NY
"Richmond County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,NY
"Suffolk County, NY",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NY
"Butler County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,OH
"Clark County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH
"Clermont County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,OH
"Clinton County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Cuyahoga County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,OH
"Cuyahoga County, OH",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,OH
"Fairfield County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Franklin County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,OH
"Franklin County, OH",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,OH
"Greene County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OH
"Hamilton County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,OH
"Hamilton County, OH",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,OH
"Lake County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Licking County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Lorain County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Lucas County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,OH
"Lucas County, OH",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH
"Mahoning County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OH
"Montgomery County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,126.0,OH
"Montgomery County, OH",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,OH
"Portage County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Scioto County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Stark County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OH
"Summit County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,OH
"Trumbull County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,OH
"Warren County, OH",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Allegheny County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,173.0,PA
"Allegheny County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,PA
"Beaver County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,PA
"Berks County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA
"Blair County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA
"Bucks County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,PA
"Bucks County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA
"Butler County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA
"Cambria County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,PA
"Centre County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Chester County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,PA
"Clearfield County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,PA
"Cumberland County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Dauphin County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,PA
"Delaware County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,PA
"Delaware County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,PA
"Delaware County, PA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,PA
"Erie County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,PA
"Fayette County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,PA
"Lackawanna County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,PA
"Lancaster County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,PA
"Lawrence County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,PA
"Lehigh County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,PA
"Lehigh County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA
"Luzerne County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,PA
"Mercer County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA
"Mifflin County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Monroe County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Montgomery County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,PA
"Montgomery County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,PA
"Northampton County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,PA
"Philadelphia County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,286.0,PA
"Philadelphia County, PA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,PA
"Philadelphia County, PA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,PA
"Schuylkill County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA
"Venango County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA
"Washington County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,PA
"Wayne County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,PA
"Westmoreland County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,PA
"York County, PA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,PA
"Anderson County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Bexar County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,TX
"Bexar County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX
"Bexar County, TX",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,TX
"Brazoria County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
"Cameron County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
"Collin County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,TX
"Collin County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX
"Dallas County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,144.0,TX
"Dallas County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,TX
"Dallas County, TX",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,TX
"Denton County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Ector County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"El Paso County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,TX
"Galveston County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,TX
"Harris County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,293.0,TX
"Harris County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,62.0,TX
"Hidalgo County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Jefferson County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
"Lubbock County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
"McLennan County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Montgomery County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,TX
"Nueces County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Nueces County, TX",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,TX
"Orange County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Parker County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Smith County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
"Tarrant County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,TX
"Tarrant County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,TX
"Taylor County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Travis County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,TX
"Travis County, TX",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,TX
"Webb County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Wichita County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Williamson County, TX",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Fairfax County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,VA
"Henrico County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA
"Lee County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Prince William County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Russell County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Tazewell County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Wise County, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Chesapeake city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Newport News city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA
"Norfolk city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,VA
"Portsmouth city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA
"Richmond city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,VA
"Roanoke city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Virginia Beach city, VA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,VA
"Benton County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
"Clallam County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
"Clark County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,WA
"Cowlitz County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
"Grant County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA
"Grays Harbor County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
"King County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0,WA
"King County, WA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,WA
"King County, WA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,WA
"Kitsap County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
"Pierce County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,WA
"Pierce County, WA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,WA
"Skagit County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WA
"Snohomish County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,WA
"Snohomish County, WA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,WA
"Spokane County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,WA
"Spokane County, WA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,WA
"Thurston County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
"Whatcom County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
"Yakima County, WA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA
"Brown County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WI
"Dane County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,WI
"Dane County, WI",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,WI
"Kenosha County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI
"Milwaukee County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,130.0,WI
"Milwaukee County, WI",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,WI
"Racine County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WI
"Waukesha County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
"Winnebago County, WI",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI
"Cochise County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AZ
"Maricopa County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,346.0,AZ
"Maricopa County, AZ",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,68.0,AZ
"Maricopa County, AZ",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50.0,AZ
"Mohave County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,AZ
"Mohave County, AZ",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,AZ
"Pima County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0,AZ
"Pima County, AZ",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,AZ
"Pima County, AZ",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,AZ
"Pinal County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AZ
"Yavapai County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AZ
"Yuma County, AZ",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,AZ
"Bay County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
"Brevard County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,FL
"Brevard County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,FL
"Broward County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,224.0,FL
"Broward County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,FL
"Broward County, FL",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,FL
"Charlotte County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
"Citrus County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
"Clay County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
"Collier County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,FL
"Columbia County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
"Duval County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,FL
"Duval County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,FL
